label,id,name,source_document,purpose,description,characteristics
Note,MAN.5.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.5.BP6.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.5.BP7.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.6.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.6.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.6.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,MAN.6.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP1.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP1.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP2.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP2.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP2.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP3.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP5.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP6.NOTE.9,null,ASPICE_PAM_4.1,null,null,null
Note,PIM.3.BP6.NOTE.10,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP1.NOTE.1,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP2.NOTE.2,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP2.NOTE.3,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP3.NOTE.4,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP4.NOTE.5,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP4.NOTE.6,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP5.NOTE.7,null,ASPICE_PAM_4.1,null,null,null
Note,REU.2.BP6.NOTE.8,null,ASPICE_PAM_4.1,null,null,null
InformationItem,13-09,Meeting support evidence,ASPICE_PAM_4.1,null,null,"Agenda and minutes of a meeting. Identifies: Name, Purpose, Date and place held, Attendees, Outcomes, decisions. Includes: Reference to previous minutes, Open issues, Action points including responsibilities and due dates, Next meeting."
InformationItem,13-14,Progress status,ASPICE_PAM_4.1,null,null,"Set of indicators to document the achievements created by performing process activities according to the committed work to the former phase. Identifies: Status of work activities (for example in respect to a plan), Evidence of the committed outcome, Fulfilment of criteria within the state model, Limitations of outcome or achievements in respect to the committed objectives (for example deviations of performed verification). Includes: Timing references (for example in relation to schedule, milestones), Efforts. Examples and references: Status of actual quality against planned quality."
InformationItem,13-16,Change request,ASPICE_PAM_4.1,null,null,"Request to change scope or impacts on planned activities or outcomes. Identifies: Scope and purpose of the change activities, Originator of the change, Impacted operation environment, Process performance, Environment of usage for the process outcome, Infrastructure or resources, Documentation needs. Includes: Impacted outcomes and achievements, Process objectives, Approval for implementation of a change, Limitations to be considered, Criteria to verify the fulfillment of the implementation."
InformationItem,14-02,Corrective action,CS_PAM_2.0,null,null,"• Identifies the initial problem
• Identifies the ownership for completion of defined action
• Defines a solution (series of actions to fix problem)
• Identifies the open date and target closure date
• Contains a status indicator
• Indicates follow up audit actions"
InformationItem,11-03,Release note,ASPICE_PAM_4.1,null,null,"Documentation of content provided in the release. Identifies: Set of functionalities provided in the release, Limitations in relation to the committed scope, Known non-conformities, Application parameters, Configurations and variants, Unique name and version of the release, Additional or removed functionalities, Changed or improved functionalities, Documentation of resolved non-conformities. Includes: Intended area and environment of usage, Impact to other components linked to the release, Upstream or downstream compatibility of delivered release, Copyright and license information, Result of verification and validation measures, Approval for delivery of the release by responsible roles, Dependencies to other linked products (for example hardware revision)."
InformationItem,11-04,Product release package,ASPICE_PAM_4.1,null,null,"Set of Elements delivered in the product release. Identifies: Physical components, Elements necessary for intended use, Warnings and alerts, Application Parameters. Includes: Documentation to maintain or service the product, Information for the user (for example installation and setup instruction within a manual)."
InformationItem,13-06,Delivery evidence,ASPICE_PAM_4.1,null,null,"Evidence of items shipped or electronically delivered to customer. Identifies: Receiver, Delivery address, Delivery date, Acknowledgment of receipt. Includes: Identification information."
InformationItem,13-13,Product release approval,ASPICE_PAM_4.1,null,null,"Evidence of approval for a product release. Identifies: Release date, Name and role of approver, Intended customer, Restrictions and limitations for usage. Includes: Delivery / shipping address, Release information of what is to be shipped or delivered, If applicable, supplier approval evidence(s)."
InformationItem,18-06,Product release criteria,ASPICE_PAM_4.1,null,null,"Conditions to be satisfied prior to authorization of a product for delivery. Identifies: Release type and status, Elements of the release, Completeness conditions, Documentation needs. Includes: Adequacy considerations, Coverage, Limits, for example the maximum of residing risk in a product. Examples and References: Acceptance conditions for an engineering service product to a specific milestone."
InformationItem,14-50,Stakeholder groups,ASPICE_PAM_4.1,null,null,"A group of people, relevant to a specific purpose or domain.
Identifies:
• Persons and group of persons
• Responsibilities of ownership
• Representatives and roles
Includes:
• Information needs, for example reporting content and frequency.
Examples and references:
• Expert groups for specific domains, for example safety.
• Executive board"
InformationItem,17-57,Special characteristics,ASPICE_PAM_4.1,null,null,"Product or process characteristics that impact safety, legal compliance, fit, function, performance, or further processing, and therefore require special treatment. Identifies: Product characteristics, Production process parameters, Domain impact references, for example security, References to regulations (compliance), Conformity requirements. Includes: Processing and performance requirements. Examples and References: IATF 16949, VDA 6.x Guidelines, ISO 26262, ISO/SAE 21434, FMEA rating within FMEA can consider special characteristics."
InformationItem,06-50,Integration sequence instruction,ASPICE_PAM_4.1,null,null,"Workflow definition to combine, assemble or connect different systems or components into an integrated configuration. Identifies: Physical elements, for example hardware, mechanical and wiring elements, Software, Application parameters, Sequences and order of integration, Preconditions. Includes: Safety instructions, Recovery or fallback procedures, Verification activities."
InformationItem,11-06,Integrated system,ASPICE_PAM_4.1,null,null,"Set of elements composed from different units or integrated sub-systems. Identifies: The intended use, Boundaries (for example application parameters). Includes: All configured elements (for example references to requirements specification)."
InformationItem,11-05,Software unit,ASPICE_PAM_4.1,null,null,"Software element not decomposed to a lower level. Identifies: Single functions, Set of functions. Includes: Intended use and defined functionality (for example within a specification or an agreement). Examples and References: Representation of a software element at the lowest level in a conceptual model."
InformationItem,01-03,Software component,ASPICE_PAM_4.1,null,null,"See definition in section 1.2.
Identifies:
• The Software element in the software architecture above the software unit level, or an implementation of such a software element.
Includes:
• Design model element, or executable source code such as libraries, modules, services or scripts."
InformationItem,01-50,Integrated software,ASPICE_PAM_4.1,null,null,"A functional executable software which has been integrated from multiple software components.
Identifies:
• All configured software elements
Includes:
• Application parameter
Examples and references:
• Simulator with stubbing
• Object code"
InformationItem,04-51,ML architecture,ASPICE_PAM_4.1,null,null,"High-level design and structure of a machine learning system.
Identifies:
• Overall structure of the ML-based software element"
InformationItem,01-54,Hyperparameter,ASPICE_PAM_4.1,null,null,"Settings or configurations that are used to control the learning process of a machine learning model.
Identifies:
• Description
• Initial value
• Value of the results of the ML training
Includes:
• Number of epochs
• Scaling of network (number of layers or neurons per layer)
Examples and references:
• Learning rate of training, Loss function"
InformationItem,08-65,ML training and validation approach,ASPICE_PAM_4.1,null,null,"Approach describing method for evaluating a trained ML model using data to confirm its accuracy and for the intended task. Identifies: Entry and exit criteria, Approaches for hyperparameter tuning / optimization, Approach for data set creation and modification. Includes: Training environment setup and configuration, Resources, Provision of input data, Storage of output data, Methods to control robustness (for example random dropout)."
InformationItem,03-51,Machine Learning data set,ASPICE_PAM_4.1,null,null,"Selection of data for machine learning training and validation, or test of a machine learning model.
Identifies:
• Patterns
• Relationships
• Features
Includes:
• Annotations and labels
• ML Training and Validation Data Set
• ML Test Data Set"
InformationItem,01-53,Trained ML model,ASPICE_PAM_4.1,null,null,"Resulting output machine learning (ML) model of the ML training process
Identifies:
• Set of weights optimized during the training
Includes:
• Software representing the ML architecture
• Set of hyperparameters"
InformationItem,08-64,ML test approach,ASPICE_PAM_4.1,null,null,"Approach describing criteria and activities to test ML models. Identifies: ML test scenarios, Distribution of data characteristics (for example gender of persons or weather conditions), Related ML requirements, Pass/fail criteria, Entry and exit criteria, Environment setup and configuration. Includes: References, for example with test data set."
InformationItem,13-50,ML test results,ASPICE_PAM_4.1,null,null,"Results of ML test activities.
Identifies:
• Test data and logs
• Test data with correct results
• Test data with incorrect results
• Test data not executed, and a rationale
Includes:
• Information about the test execution (date, participants, model version etc.)
• Abstraction or summary of ML test results"
InformationItem,11-50,Deployed ML model,ASPICE_PAM_4.1,null,null,Deployed ML model. Identifies: The source code derived from the trained ML model that shall be executed in the target system. Examples and references: It may differ from the trained ML model which often requires powerful hardware and uses interpretative languages. The deployed ML model is usually written in programming languages like C/C++.
InformationItem,04-54,Hardware schematics,ASPICE_PAM_4.1,null,null,"Detailed diagrams of components and connections of a hardware system. Identifies: Hardware parts, Connections of the hardware parts. Includes: Identification information of hardware parts and variants."
InformationItem,14-54,Hardware bill of materials,ASPICE_PAM_4.1,null,null,"Description of subcomponents, material and assemblies included within a hardware product.
Identifies:
• Type of components
• Number of hardware parts
• Supplier name
• Revision information
Includes:
• Structure and hierarchical information"
InformationItem,04-55,Hardware layout,ASPICE_PAM_4.1,null,null,"Physical arrangement of components on a circuit board or within a device. Identifies: Placement of the hardware parts, Manufacturing data, for example circuit paths, testing points, material specific adaptations, Shapes, masks, labels, layout identification. Includes: Justifying rationale for the chosen design. Examples and references: Printed circuit boards (PCB) layouts include vias, different layers, Soldering mask."
InformationItem,03-54,Hardware production data,ASPICE_PAM_4.1,null,null,"Data used and created during hardware production.
Identifies:
• Layout data, e.g., in GERBER format
• Test coverage
Includes:
• Bill of material
Examples and References:
• In semiconductor development, layout data can be mask data, for example in GDS2 format."
InformationItem,04-56,Hardware element interface,ASPICE_PAM_4.1,null,null,"Description of interactions between different physical components within a hardware system. Identifies: Electrical interconnections, Thermal interfaces, Electrical characteristics, Signal tolerance, Performance needs, for example bandwidth. Includes: Definition of output, input, type, heat dissipation, communication parameters, signal parameters. Examples and references: Standardized interfaces and protocols like SPI, I2C, CAN."
InformationItem,16-50,Organizational structure,ASPICE_PAM_4.1,null,null,"Hierarchical overview and structure of a set of groups and persons interacting with each other for a specific activity. Identifies: Hierarchical and functional reporting lines, Ownership and responsibilities, Organizational units. Includes: Interfaces, Locations, Communication details."
InformationItem,18-52,Escalation path,ASPICE_PAM_4.1,null,null,"A sequence of organizational levels or responsible roles to which an unresolved issue, deviation, or risk shall be communicated in order to decision-making. Identifies: Trigger conditions, Stakeholders and roles, Escalation methods, Decision authority. Includes: Level specific conditions for an escalation, Communication and documentation requirements. Examples and References: A task force group requested by a customer includes an escalation path."
InformationItem,18-07,Quality criteria,ASPICE_PAM_4.1,null,null,"Specified requirements to determine whether a product, process, or service conforms to quality objectives. Identifies: Measurement needs, Timings, Required elements, Needs for completeness, Accuracy, Performance needs. Includes: Thresholds, Tolerance level, Attributes, Compliance and conformance references. Examples and References: Conformance requirements specifying a specific set of values to be within a defined range."
InformationItem,13-18,Quality conformance,ASPICE_PAM_4.1,null,null,"Documents the fulfillment of quality related criteria.
Identifies:
• Process performance
• Work product compliance
• Verification criteria
• Process outcomes
• Achievements
• Success factors
• Performance objectives
Includes:
• References to quality activities
• Data collected
• Measurement and calculation"
InformationItem,18-53,Configuration item selection criteria,ASPICE_PAM_4.1,null,null,"Rules or parameters to determine elements of a system to be included under configuration control. Identifies: Stakeholder needs, Regulatory needs, Configuration item identification requirements. Includes: Type of work products, Classification characteristic. Examples and References: Maintainability requirement of software evaluation work products, Traceability requirements of supplier goods."
InformationItem,01-52,Configuration item list,ASPICE_PAM_4.1,null,null,"List of configurable items under configuration control.
Identifies:
• Name of configuration item
• Work products
• Unique reference to the configuration item
Includes:
• Configuration item attributes and properties"
InformationItem,16-03,Configuration management system,ASPICE_PAM_4.1,null,null,"System to manage configurations throughout a project or product life cycle, providing integrity, consistency and control. Identifies: Configuration items to be controlled, for example documents, hardware or tools, Configuration information, for example to a status model, Repository, Baselines, Changes and change status. Includes: Reporting requirements, Workflow of recovery and other containment activities, for example security fire drills. Examples and References: NASA defines it as technical management discipline that provides visibility and control over performance, functional, and physical characteristics of a product, preventing incorrect or unsafe configurations from being released."
InformationItem,14-01,Change history,ASPICE_PAM_4.1,null,null,"Structured, chronological record of modifications made to an object (document, file, software component, etc.) over its lifecycle.
Identifies:
• Version information about changed object
• Date of change
• Description of change
• Originator"
InformationItem,15-56,Configuration status,ASPICE_PAM_4.1,null,null,"Summary of configuration management records and status. Identifies: Version and change history information, Baseline identification, Status of configuration items (CI) integrity and consistency, Identified deviations, for example missing CI, performance metric deviations."
InformationItem,06-52,Backup and recovery mechanism information,ASPICE_PAM_4.1,null,null,"Processes and tools used to create backups of data and restore it in case of loss or corruption. Identifies: Description and confirmation of backup and recovery mechanisms, References to corresponding procedures or regulations."
InformationItem,13-07,Problem,ASPICE_PAM_4.1,null,null,"Description of an issue. Identifies: Submitter, Version it was identified, Classification (for example criticality, urgency or relevance), Project phase in which problem is recorded, Owner, Status, Technical root cause, Potential effects on other systems, Expected closure date. Includes: Identification, References to other affected domains, subprojects, or programs, Relationships to dependencies like changes, preventive measures or other problems."
InformationItem,15-55,Problem analysis evidence,ASPICE_PAM_4.1,null,null,"Elements and documents proving a problem analysis is performed. Identifies: Analyst and owner, Affected and involved parties, Context and root cause of the problem, Analysis results and summary, Potential impact, for example as severity or cost calculation. Includes: Date of the analysis, Potential solution(s)."
InformationItem,15-12,Problem status,ASPICE_PAM_4.1,null,null,"Progress of problem resolution.
Identifies:
• Containment and prevention activities
• Dependencies status
• References to status model
Includes:
• Problem categories and classification"
InformationItem,18-57,Change analysis criteria,ASPICE_PAM_4.1,null,null,"Definition of criteria to be included in the analysis of a change. Identifies: Resource requirements, Timing needs, for example to a project schedule, Risks and opportunities."
InformationItem,16-52,ML data management system,ASPICE_PAM_4.1,null,null,"Data management system supporting machine learning engineering (MLE). Identifies: Data management activities, Data collection workflow, Labeling, Annotations and description, Ingestion, Exploration and profiling workflows, Procedure of structuring and cleansing, Related phases of engineering, for example ML training. Includes: References to configuration management, Information of data sources. Examples and References: Supports the relevant sources of ML data."
